danceability,energy,liveness,loudness,tempo,speechiness,valence,acousticness,cluster,id
0.351,0.0225,0.082,-30.405,80.9,0.0423,0.0994,0.981,6,0XLH43dcYq2pOe7COx8gPT
0.141,0.289,0.091,-23.693,101.69,0.045,0.0724,0.985,4,0RcYcNvHFFLkMb9F0Dku5c
0.101,0.151,0.112,-24.087,89.591,0.0493,0.0557,0.357,4,0WbJUUbu4swufvj49wHYWm
0.0862,0.222,0.11,-20.901,202.983,0.0441,0.109,0.893,16,6Qyy9fqDBBZyl90snerjl0
0.179,0.167,0.119,-18.871,102.318,0.041,0.0354,0.919,4,7v94S5INpGvZ6WLrV7wFNK
0.501,0.365,0.129,-15.811,124.068,0.105,0.157,0.684,18,7uXRhVsCHwKVV8gYeA5CXS
0.554,0.362,0.0883,-22.927,109.667,0.0557,0.427,0.975,18,35AlFEGYlarCs6kwwmvFak
0.0897,0.383,0.348,-26.928,174.136,0.0339,0.207,0.961,16,1BhNdKPskUFQVELGgqaHIH
0.197,0.422,0.128,-17.453,172.806,0.0505,0.131,0.672,16,0aGvcIUEdMq9PelZIGJOBU
0.293,0.229,0.0758,-17.521,111.949,0.0333,0.0952,0.994,16,6uZ7HlryD5c0IU65ANbaj2
0.576,0.191,0.116,-14.145,95.133,0.0321,0.0571,0.745,18,5mHtUWgWPJ2Oi2440y0XCi
0.137,0.209,0.219,-16.153,141.532,0.0338,0.0221,0.875,16,2Gvy4DbDM6NQ5rUJDljXz4
0.39,0.155,0.116,-18.001,118.492,0.0335,0.122,0.814,18,78WANNBMEK80nVGTWFGXyg
0.145,0.124,0.0702,-21.801,76.356,0.0331,0.0338,0.936,4,4SqfCU4jNDOqP8qKcSpMU9
0.141,0.0157,0.111,-33.886,141.396,0.0397,0.0325,0.984,6,481dttcKW8GzhMJ56EDdyP
0.129,0.245,0.0625,-22.343,93.596,0.04,0.0352,0.858,4,3dwKY7kbnRKhohvSTftdUw
0.201,0.0941,0.107,-30.788,103.769,0.0411,0.0698,0.972,6,333Oq434csQAOaTs5NsITr
0.0643,0.0704,0.0886,-24.653,65.582,0.039,0.0674,0.654,4,5n1HBXOeeKzEfdlEMJ6Tmm
0.497,0.537,0.104,-23.866,80.002,0.0487,0.146,0.924,18,1mMMpiuaPQe9I6RIqtFWql
0.23,0.168,0.0967,-22.653,135.059,0.0481,0.0908,0.988,16,0s5x2cr3VyJYez1W8SKXC0
0.109,0.00822,0.129,-28.425,75.629,0.0529,0.0321,0.942,6,477naywDON3t1iAF4COlOV
0.0878,0.33,0.295,-15.884,48.876,0.0467,0.0278,0.845,4,7pQJxonz8mHLBYptY46dQ1
0.244,0.224,0.0764,-20.608,122.009,0.0371,0.0285,0.778,16,66Im0BRpWTcpynKUhiaQn6
0.0689,0.371,0.118,-15.942,76.721,0.0537,0.0278,0.823,4,0w1KW0fortJV5rTxDhLuvd
0.123,0.187,0.103,-19.279,81.923,0.0438,0.0349,0.988,4,64hfC6o8lqhcWdXU1pEjXo
0.224,0.0628,0.105,-32.651,112.939,0.0452,0.134,0.98,6,7Hb4ZeKCkWLSPtMHXaY432
0.273,0.267,0.125,-20.486,115.212,0.0489,0.126,0.947,16,6cTAWvoX69GdsMOJUH8ErM
0.168,0.169,0.11,-20.799,74.039,0.0463,0.0577,0.928,4,14jjKMNUMd8lKIdaqwn4XG
0.0,0.198,0.156,-17.157,0.0,0.0,0.0,0.812,4,3xjhSs614NqALivarSVYhV
0.064,0.509,0.183,-12.738,74.432,0.0604,0.049,0.000492,11,1vOKECbjDJzzPi17GWo0DZ
0.0689,0.000138,0.0803,-10.832,81.379,0.0523,0.485,0.804,4,2hVDLzMlqfNqWfWPGMt8l8
0.314,0.918,0.106,-10.72,127.898,0.0995,0.0992,0.821,1,1UTm1iOn5dyA1VShiuTONx
0.155,0.0908,0.115,-34.481,136.555,0.0523,0.0368,0.404,6,0JwWKowr0RcH11RSkhrj1p
0.0632,0.0286,0.11,-39.426,69.04,0.0581,0.0354,0.886,6,1URjjd7gL36o5W0bY9Vh7a
0.23,0.156,0.103,-18.148,70.006,0.0424,0.0364,0.866,4,6oQJEepQM9NN6JQ13lxKKg
0.0816,0.236,0.108,-26.966,60.707,0.0454,0.0517,0.971,6,2Q9HSp7uHZEwVYbcTDmjL9
0.184,0.213,0.111,-24.557,77.715,0.0397,0.0416,0.823,4,7luTjJbkS1lPni1curSUhr
0.0589,0.218,0.48,-17.663,67.033,0.0414,0.124,0.773,4,4FUHWVEtXsghAdzaoNPk5m
0.0669,0.045,0.13,-38.444,73.924,0.0353,0.224,0.968,6,3i1Krv8CpPqG3o4sSzZrTK
0.163,0.433,0.106,-24.221,80.028,0.0763,0.0655,0.841,4,0cJGmMj7aBqdwGijKyKoC3
0.188,0.172,0.102,-25.724,71.642,0.0401,0.0399,0.995,6,0Eci42j6D7tsAVhOVlSuk2
0.171,0.397,0.115,-9.483,120.773,0.0344,0.0682,0.323,11,6Gy70dHgfSmI5ykpqOppAj
0.0588,0.0498,0.111,-19.586,63.495,0.0461,0.0233,0.99,4,1o3dUfh1miVQGFrWDyZS50
0.0587,0.103,0.0918,-15.074,63.118,0.0425,0.0263,0.965,4,1MR9OTuqgsArQSJY7dIc4h
0.0645,0.131,0.0701,-12.351,75.617,0.0477,0.0314,0.902,4,0XwDIhgBhaXQKsY0JVbQJV
0.151,0.17,0.106,-14.772,106.685,0.0495,0.0307,0.92,4,0XFV8vyp1Ptc1du3dsgBv9
0.215,0.0283,0.114,-23.261,78.059,0.0368,0.0288,0.622,4,50NfO5iYyNCTiRNH8NIBnv
0.0702,0.277,0.39,-15.407,79.436,0.0404,0.0539,0.0372,11,4qBGR3LXi42XRyNseebVR1
0.11,0.242,0.0918,-26.389,92.845,0.056,0.0682,0.878,6,4vRBQ1V5S8Z4FeCn9ayete
0.0667,0.0664,0.108,-22.323,70.89,0.0422,0.03,0.875,4,2W81KEhtM024cJChMVodvE
0.144,0.0253,0.0901,-23.72,68.242,0.0416,0.0355,0.0581,4,2JXV1Nt1x7IqcKZjOC9nyg
0.267,0.253,0.274,-18.506,60.294,0.039,0.0356,0.4,4,3YkpK4pvQizD361Pf69HIB
0.152,0.282,0.294,-11.755,81.883,0.0421,0.0306,0.968,4,6D9CSzC2Cugod9U1MnTn05
0.134,0.000241,0.111,-25.511,68.978,0.048,0.149,0.817,6,7lRWJEm8N20d7HPIx9fiyn
0.063,0.0134,0.0876,-17.202,75.466,0.0542,0.03,0.867,4,4rmsiid0MVmbWCBCbU55bW
0.0971,0.156,0.12,-27.975,73.561,0.0467,0.0258,0.956,6,7bG89L429ScKWBkGxMsF0A
0.0962,0.19,0.141,-16.468,88.892,0.0394,0.0954,0.961,4,4krGCvRL2UbqQ7q7pxl4bI
0.0727,0.12,0.152,-26.449,77.699,0.041,0.039,0.107,4,238nTz4MTr76fLPzGupRcv
0.0872,0.268,0.0691,-13.465,87.011,0.0476,0.0352,0.677,4,1qX88QRVrWVgoWqGPgcZwv
0.0866,0.0646,0.101,-25.343,77.525,0.0452,0.032,0.919,6,4PD7ObetGBb0bOw3c8puBh
0.138,0.0294,0.197,-29.721,141.819,0.0439,0.0317,0.602,16,1F9y4V76VHBpPR7N6I9Fy2
0.0625,0.15,0.368,-16.868,68.651,0.0412,0.0337,0.301,4,4pgeEVvB2HclbqedtIP03Y
0.112,0.0484,0.103,-27.14,86.663,0.0405,0.032,0.857,6,2AgyPSeAs06ZLPTKAeXKKx
0.11,0.0427,0.106,-20.949,169.734,0.0419,0.0283,0.979,16,59oK2LmbE49UowZ5FWxGZA
0.512,0.486,0.121,-18.778,130.044,0.11,0.0366,0.908,18,69YnaUDIH0XSWEIb9X4DA8
0.131,0.148,0.0615,-17.557,69.332,0.0347,0.0316,0.757,4,3ikpYzJw4M9XKmwPJoOS5T
0.123,0.104,0.0968,-23.971,72.718,0.0371,0.0379,0.861,4,758E7seACSnpBA6dyIsMAR
0.0767,0.23,0.0783,-18.916,70.94,0.0456,0.0419,0.977,4,3eUAmT57wiudBqMx0NUKlD
0.152,0.271,0.112,-11.38,136.592,0.0496,0.0255,0.789,16,4Yaz0sGAAYLDbORbe7BIWO
0.168,0.271,0.133,-12.779,119.862,0.0429,0.0335,0.1,11,0vqeRDYnWdUxHTIGFWgGZH
0.161,0.014,0.0901,-26.505,71.758,0.0432,0.0294,0.884,6,7uWVu34XKqTFbQOmnRkver
0.24,0.189,0.0593,-28.211,127.459,0.0718,0.0611,0.501,16,73ozOfOAkpR16GqWNpmyTx
0.33,0.119,0.0901,-38.043,72.135,0.0546,0.185,0.991,6,5iYHoylmMcQ64JPqMlAi2S
0.131,0.664,0.154,-13.479,85.943,0.047,0.065,0.884,4,0BFSJFec8s2PDzDfy03uoM
0.0618,0.504,0.228,-10.338,68.375,0.0455,0.0583,0.633,4,1FSmJZrpB3U3E65UMdKKyJ
0.141,0.166,0.14,-27.064,78.036,0.0409,0.0657,0.397,6,0rf6LNxf4HIuLHmHzqKTea
0.131,0.336,0.0938,-20.037,172.737,0.0547,0.0268,0.901,16,3unL8r46oSt6nGidPtvSAq
0.266,0.322,0.108,-14.644,70.788,0.0467,0.0392,0.884,4,1t9wTPzq3Eze6c0P8vrjxu
0.245,0.337,0.0936,-21.57,146.121,0.0449,0.0353,0.885,16,5PzxQom5wB2UtmE8Sd0mMW
0.291,0.594,0.277,-15.059,123.383,0.344,0.0619,0.492,17,2Cjpib49cxSg4heuivnbQp
0.0741,0.249,0.0992,-13.688,175.67,0.0389,0.0347,0.165,11,4vOS2Fz5hHzhzKfAHmwqRW
0.169,0.184,0.11,-11.495,119.395,0.052,0.0309,0.24,11,1jRvhCPEKB6z536L8iZt9o
0.232,0.486,0.134,-15.082,67.684,0.0447,0.327,0.959,4,6mTzUqZvb9wq9LLMx7p3LP
0.161,0.0264,0.121,-19.15,66.513,0.0356,0.0348,0.936,4,1CeagGfSAB3NbGtfYogMiK
0.206,0.0604,0.0794,-27.958,117.759,0.0393,0.0557,0.777,6,2hYesxTYngM6Ri34kAoZpq
0.13,0.000303,0.0781,-43.944,68.246,0.0614,0.0299,0.992,6,2Sm2IAslNUae2LqDGmOwrQ
0.173,0.0433,0.12,-31.06,118.517,0.055,0.0344,0.31,6,1s9CyiwphahwaExyTGeqUs
0.208,0.366,0.0871,-20.978,86.854,0.0473,0.0607,0.863,4,5WFg3N46y9ZZb9nneN36gS
0.182,0.251,0.0964,-16.051,132.1,0.0448,0.0319,0.93,16,376w6BrfO1xPxHZrLJJOs2
0.154,0.004,0.0913,-26.599,133.79,0.0562,0.0322,0.966,16,7xNIM8yG5DAm0Chv9wUsnd
0.066,0.000598,0.0986,-28.315,78.718,0.0524,0.0263,0.993,6,2ZFpz4MJdNENIVzZ8wuTHr
0.144,0.0165,0.213,-15.229,137.179,0.048,0.0217,0.969,16,1DQUlZTe4yWGDe3UI9vanc
0.286,0.215,0.0941,-21.589,111.574,0.0428,0.0485,0.951,16,07marf4lf5EB26bSRbQDu8
0.0704,0.0165,0.118,-18.784,80.718,0.0952,0.0382,0.867,4,33gc9Njjn0mBdn16mBs8ZO
0.168,0.274,0.277,-19.01,125.973,0.0567,0.0775,0.7,16,0vnRLj0h8OARVTT40HbdWt
0.214,0.305,0.0847,-18.91,132.351,0.0435,0.036,0.969,16,4IER9T5YwGBUn22UnpLydf
0.148,0.0961,0.321,-25.09,81.547,0.0408,0.0322,0.751,4,4KP4bAhyG0UzphpVlDtAXs
0.351,0.571,0.0699,-18.602,118.077,0.202,0.182,0.904,16,4ACJnS0TSNZ7WrQ68H1zxk
0.248,0.771,0.121,-7.22,115.227,0.17,0.0741,0.00636,7,4PVjGm9OSPBGpQKSKIE3Yj
0.108,0.189,0.105,-18.72,84.334,0.0327,0.064,0.743,4,5vmxPPOOl3KwdaLgeHG3Qu
0.065,0.00761,0.0816,-19.173,76.11,0.0525,0.0217,0.926,4,5L4vgdyhMFuEYJfdcT04Zx
0.207,0.193,0.0601,-19.233,113.621,0.0506,0.0397,0.929,16,76j7io7AMdUf73oC3msAxf
0.142,0.297,0.0914,-28.135,84.035,0.585,0.0374,0.917,17,05eKrdHBmSV6qNlAFgtPGu
0.215,0.147,0.141,-21.36,89.631,0.0377,0.0312,0.898,4,6pIeyIrqjNLrBQ6nbat3hR
0.167,0.138,0.259,-23.074,107.085,0.0437,0.0636,0.973,4,1GzCgWyV3E13gIrK2QmkWi
0.0573,0.00114,0.0881,-33.51,71.307,0.0631,0.0324,0.886,6,0oqLg5UN4xTSB1xGh56fSh
0.0992,0.0688,0.0886,-21.056,60.258,0.0388,0.0374,0.979,4,4pMa9p52gN1IcHtCltDbs3
0.151,0.443,0.275,-12.229,78.188,0.0526,0.037,0.376,11,59ylpTJ5vQfpCyO4fGNPjc
0.0778,0.0923,0.0893,-19.723,83.537,0.0475,0.033,0.959,4,5ixBJKLizR0XOWYXEloS2O
0.233,0.426,0.0629,-13.303,132.847,0.0479,0.0341,0.709,16,2HMiMWOIwUkY4BQiQ2CnhH
0.225,0.118,0.132,-30.991,100.34,0.174,0.0398,0.802,6,02dQKIt53uyovgYTUryTVX
0.162,0.283,0.0727,-17.32,64.39,0.0368,0.0426,0.289,4,2Hnfx5iP7JOWCtVB2Db4iQ
0.0771,0.435,0.0936,-10.896,75.785,0.0435,0.0286,0.607,4,3CgL5umbC0TbWRgRze4nMt
0.186,0.259,0.05,-17.365,106.124,0.0459,0.0373,0.67,4,1CdyiToW7lErAq0jdKi7Zv
0.174,0.478,0.35,-18.973,129.533,0.112,0.0251,0.841,16,1x7doB2SpPMnCyGGBSRVJV
0.166,0.547,0.228,-14.512,135.544,0.0511,0.0781,0.994,16,6hkg05yueNCheinwpYG2DN
0.163,0.369,0.09,-8.785,111.475,0.0374,0.0195,0.945,4,0HcxVMFh84ofDzvaltyx9v
0.163,0.942,0.166,-8.131,78.625,0.567,0.174,0.823,17,1Ra9PqS311QPEtqqWxhn7e
0.0823,0.322,0.178,-12.42,73.28,0.0388,0.072,0.205,11,7MoCkbN9mIfXBT0X9txWu9
0.142,0.0683,0.124,-35.137,140.292,0.0453,0.2,0.843,6,0L1sMLBDzEYqd2B9K82CMX
0.0616,0.195,0.372,-23.652,68.064,0.0562,0.0274,0.934,4,0xdbrtwsODDsNtzS62Jv75
0.0607,0.0396,0.0686,-31.133,68.137,0.0407,0.0324,0.916,6,5wY6O31XN7CfvJ0uJm30Zn
0.155,0.0833,0.121,-26.733,71.318,0.0425,0.0365,0.982,6,3EuvDkjC4oE6pP6wdmJvE3
0.075,0.143,0.12,-13.103,81.89,0.0492,0.0312,0.753,4,1gDgtEGCZt9UHTfRW44oQs
0.173,0.376,0.127,-18.578,120.407,0.0504,0.118,0.962,16,12V9Nmpai6v5Q9x1bW14o0
0.108,0.877,0.664,-9.598,83.547,0.105,0.0346,0.89,13,4qZ9rzvFGq8vO5SW9LXMgg
0.107,0.452,0.115,-11.633,78.8,0.0476,0.015,0.764,4,34YIrWn1m7NMcUlCFlXq0n
0.0818,0.0307,0.142,-10.949,85.788,0.0573,0.035,0.759,4,4zUSyLLVimjjcQuf2qQrhb
0.0595,0.0378,0.101,-26.306,65.204,0.0431,0.0323,0.196,4,6RCnym8lxRhAtN9cQBeg3Q
0.0617,0.313,0.108,-14.267,65.511,0.0487,0.0244,0.77,4,3aFCEBOqdPbQ7d7hdBZI71
0.165,0.322,0.114,-18.799,80.798,0.0558,0.0354,0.164,11,0tPun8NtatwIA76z1U6Rru
0.0731,0.0481,0.0752,-26.396,62.39,0.0475,0.0388,0.992,6,2E0rnRHjlyc7VjcJIbCLFc
0.0741,0.479,0.0928,-13.325,80.614,0.0635,0.0382,0.00538,11,2S17TvdrFLJwTBPxu1BtyO
0.165,0.0862,0.094,-25.708,140.665,0.0403,0.0385,0.974,16,0WtFAjwpJAKT6XH7PJ3CMf
0.104,0.286,0.183,-12.583,174.508,0.0352,0.0388,0.988,16,5fjGH9mVbj6sWl6zNnVgzp
0.0647,0.575,0.093,-8.313,72.03,0.0436,0.0386,0.969,4,70bvfk2bpkga3wOaj88QPD
0.162,0.482,0.0946,-17.787,64.384,0.386,0.0337,0.807,4,0zuHqrV4p2YdYjKYGosaRS
0.134,0.156,0.11,-15.06,65.634,0.0464,0.0304,0.319,4,3KdsLUKZSbIuZKlRPbalF4
0.332,0.214,0.11,-23.672,108.272,0.215,0.0505,0.649,16,1oeUq78WhIDXGs5F0cfHcD
0.0708,0.379,0.104,-18.71,74.685,0.0552,0.0295,0.847,4,0ACGSidRq5kpJxlTgpKoAf
0.227,0.175,0.109,-26.739,129.299,0.0496,0.0863,0.991,16,46WVWc4XN9fNtEUPCvWW87
0.122,0.24,0.0956,-21.243,62.218,0.0431,0.0343,0.894,4,4zVTEtbYIahRZBTrpRUCvI
0.106,0.0368,0.11,-19.451,92.355,0.0387,0.03,0.412,4,0oFKwoS8foZNhVGXTewACT
0.185,0.31,0.357,-27.904,83.716,0.0893,0.0479,0.286,4,7cYjwJ8M336COWEXmdkyj4
0.088,0.385,0.102,-18.16,85.759,0.0433,0.0836,0.979,4,2SAFWFlSiZBnzNhRSOG72m
0.0671,0.196,0.109,-24.108,77.432,0.0507,0.166,0.724,4,05s4Qx4nKDHARCDDOwPViu
0.149,0.367,0.386,-18.759,77.073,0.124,0.0361,0.208,11,6yG069d4dya83gZfFzigrk
0.0679,0.185,0.265,-24.908,68.882,0.0408,0.0375,0.822,4,2JnIcTImXYHZ2Xjhl93xqI
0.148,0.057,0.105,-21.294,71.887,0.0374,0.033,0.992,4,3Rx4DPQSRxUx5a21XhoIpP
0.157,0.431,0.323,-14.872,108.102,0.0513,0.0587,0.0121,11,6irXPoqQAPszQSfnpX8HWg
0.115,0.316,0.0936,-17.754,154.255,0.0411,0.0717,0.925,16,4M4aRO0i007VpAWi9UhgZQ
0.166,0.00742,0.11,-33.858,135.376,0.0401,0.0245,0.817,6,2tiKNFNKbGx7vcW61hymd4
0.135,0.509,0.0725,-10.275,141.793,0.0828,0.0303,0.936,16,5oGXmcCl6z6kGqYy8XRlvM
0.112,0.742,0.113,-11.874,66.75,0.448,0.316,0.469,17,0IuqC8Nd1bmCIY4vI78BhH
0.0822,0.466,0.444,-13.358,52.737,0.0474,0.0371,0.987,4,3qs3jS6Q9TaLg1yZgTR2zs
0.158,0.0873,0.0988,-31.698,132.776,0.0407,0.0532,0.805,6,3SUVDUmY9Oy5SMFCLJa4fs
0.0618,0.442,0.125,-25.168,70.835,0.158,0.0449,0.753,4,4Inn0YOooqB2eUKs7lq6cv
0.0653,0.475,0.326,-22.029,71.846,0.115,0.0371,0.831,4,6LG1IWkuMCt7YQx5HM0eYw
0.105,0.59,0.242,-21.242,82.123,0.492,0.0382,0.316,17,5MycJ2x8BS4Mw7OVSAt9N6
0.347,0.72,0.443,-16.274,103.588,0.0518,0.449,0.0674,3,5gV2TGOtvfuo8JaKFq1mFb
0.184,0.749,0.186,-9.471,174.91,0.0915,0.0353,4.46e-05,12,4OgUqg63hAMXX7PEpgLMNE
0.197,0.0822,0.11,-25.703,97.931,0.0424,0.0316,0.938,6,6Y0yRU3k4ePmcc3vHvQg8i
0.168,0.116,0.287,-21.804,63.403,0.0417,0.0297,0.751,4,20OqkVNFBIzEp3dEN9HOo9
0.168,0.0477,0.572,-24.924,121.499,0.0795,0.0419,0.307,13,5On2QGxUal7NI0S4RIvyZp
0.143,0.109,0.11,-34.212,138.402,0.0516,0.0625,0.842,6,5qdIAoQMsdBv2RdDqmFnex
0.0574,0.339,0.0995,-10.356,57.386,0.0502,0.0335,0.245,11,53XpFO88jHBvgbh5IgcouU
0.0587,0.11,0.131,-25.031,65.0,0.0423,0.0774,0.915,4,5ElPqE50Ln6VibCewUPeJP
0.131,0.29,0.109,-23.676,81.662,0.04,0.201,0.704,4,06qlZgmeHcfHVZAFl9d4Zm
0.0546,0.000583,0.103,-26.788,61.722,0.0549,0.0367,0.962,6,4Qu8qVtl8adnfRzbLN4Dfw
0.194,0.0104,0.0734,-32.696,87.228,0.0488,0.0343,0.893,6,3GYZJXSAt8ojUjsNSXkrTW
0.242,0.667,0.249,-24.532,118.48,0.0704,0.0376,0.753,16,0QYy1DYDW5R6TamnWtB2FY
0.0733,0.213,0.101,-17.882,81.004,0.0401,0.0343,0.92,4,249I2Vgy3edIIczpmXopvi
0.138,0.199,0.103,-19.1,142.268,0.0522,0.0258,0.283,16,4zbA7TxJwqCRud4JiltIWI
0.0693,0.236,0.114,-21.543,74.405,0.0506,0.0349,0.609,4,72ZW737Cjw2s6ZB7lrX7ae
0.0,0.0129,0.142,-11.817,0.0,0.0,0.0,0.996,4,1cTQIVG9es1ogIH3gdy55n
0.16,0.187,0.086,-23.905,130.226,0.0505,0.0378,0.798,16,30TNFAbfGtkUwgBilpasoJ
0.172,0.14,0.0742,-25.016,116.962,0.0488,0.0264,0.982,16,5xBAzAFXmcbX5R1IBOktCY
0.0615,0.0332,0.157,-20.22,75.042,0.0434,0.144,0.959,4,27muabgXF40fwMyLQxvIaT
0.349,0.232,0.184,-21.913,121.452,0.0411,0.035,0.734,16,7d3Uu8oeex1QLJ7NDBmwQ7
0.166,0.0347,0.111,-24.083,124.347,0.056,0.0324,0.943,16,3QDDhf6lfbHuljZVSpjOp5
0.171,0.00969,0.108,-32.358,71.245,0.0402,0.0286,0.913,6,62izyFZYx97h5pILhmOLDd
0.188,0.109,0.0989,-22.807,142.623,0.0497,0.0313,0.987,16,6k3cbwTgW9N8RIdFUwmrlj
0.17,0.119,0.111,-30.63,121.93,0.0588,0.0363,0.233,6,5cB7mPvq4kFKv9buC4hvA7
0.213,0.246,0.103,-18.989,62.449,0.0402,0.114,0.372,4,5PaRDB0Ido4onoER0Zt66K
0.0643,0.0985,0.136,-26.684,74.605,0.0543,0.038,0.955,6,0owgcu9Vdz213hxSLBw3eL
0.353,0.415,0.1,-22.781,84.214,0.0822,0.166,0.279,11,23cbXPRTvYrzSlK2egsCBL
0.152,0.154,0.0844,-27.549,135.276,0.048,0.038,0.909,16,1QucNpOUBKuGnwZfdjyOkh
0.0578,0.0715,0.144,-22.581,55.808,0.0527,0.0334,0.607,4,2VuCgmcqagIsMxbc6yakmi
0.0818,0.584,0.115,-10.476,78.208,0.0584,0.0383,0.484,11,2Vwlq52oS6kWAmTsvNfEch
0.125,0.0375,0.0711,-40.344,146.652,0.0435,0.101,0.983,6,3QomKIsIdiRvoBfpIvWD6r
0.169,0.0377,0.104,-24.648,118.602,0.0628,0.0326,0.388,16,4GypIfsXvj5EI7MLneriZ8
0.0737,0.129,0.138,-19.056,80.795,0.0495,0.0276,0.927,4,15kZO4I8UcwGlNmoYqEGel
0.377,0.474,0.0552,-14.232,149.96,0.0887,0.11,0.994,16,1QuBfvXOowfHsIU4RifnDm
0.197,0.26,0.085,-27.907,88.597,0.0416,0.0376,0.188,6,1nBUmjIRf0ay067JHCiUk1
0.0982,0.31,0.145,-12.764,79.285,0.0406,0.0515,0.171,11,72z6poA5XwPRnCSTj0MQ0k
0.188,0.392,0.114,-21.633,69.949,0.0696,0.0369,0.838,4,0fsuVCLdT4sATevklZC7C4
0.157,0.254,0.113,-21.224,94.337,0.0384,0.234,0.827,4,6yFgaaGlNFZtv4tNfOHXNO
0.11,0.00792,0.142,-27.446,94.291,0.0459,0.0279,0.597,6,44eq2z0IibWDm3bDNBIZpT
0.0611,0.0175,0.102,-30.612,66.437,0.05,0.0327,0.993,6,7MFmvQJ1F3QF5Z5SEEjoBC
0.147,0.128,0.105,-18.189,136.693,0.0495,0.029,0.919,16,2gpGEKUZq4dCw1DIDj96Jd
0.186,0.191,0.177,-24.654,138.227,0.0566,0.0386,0.557,16,3jJukDWNrRGurmWefhgVNp
0.128,0.399,0.111,-17.335,70.75,0.0523,0.0326,0.977,4,033NAMRfS7uAPfnidNB0TJ
0.0967,0.122,0.0932,-24.396,89.033,0.0359,0.0359,0.907,6,3hfyM9zhuqKKkVP9wul6Dy
0.0852,0.105,0.1,-21.294,86.277,0.0497,0.0287,0.904,4,3J3VfMoa5VPWIdxGQmPDvJ
0.0958,0.0429,0.189,-26.788,78.351,0.046,0.0277,0.899,6,48UOd0CoygILC0GZiZq3rX
0.058,0.327,0.142,-20.549,59.808,0.0977,0.0348,0.888,4,0ti2PmNUXdlhOyRJm2ui8t
0.192,0.524,0.754,-15.395,78.772,0.138,0.0299,0.000531,13,75VAXMQQQu9S8lrphZ3xMN
0.0863,0.336,0.0973,-25.209,84.146,0.217,0.0814,0.497,4,3VTwzVDHWVCdgz6TwtnjoJ
0.204,0.334,0.105,-23.066,138.369,0.0632,0.213,0.933,16,6OmeW2tRNjCnRQp0TgiDej
0.0673,0.065,0.12,-18.484,182.957,0.0412,0.0613,0.585,16,3TvmunJzaZpEs0aUNGQwH3
0.184,0.0316,0.16,-32.746,136.358,0.0473,0.0796,0.988,6,1Z2r1jHoLBJCn0eG3CaaaZ
0.201,0.147,0.103,-29.242,126.719,0.093,0.0343,0.994,6,4qCluxswZpxQ8Im8LFmGCv
0.225,0.478,0.389,-18.842,72.711,0.0604,0.0864,0.941,4,6ukRlIYPq3nzNZxbma8jiy
0.0776,0.404,0.579,-8.149,171.813,0.0494,0.0344,0.589,13,3tpi68ldVaxbeZnt61Lofu
0.153,0.433,0.937,-13.652,135.498,0.0413,0.0383,0.873,13,2mOjI8zXqikT9IsWoONTz3
0.119,0.0315,0.095,-32.107,69.924,0.046,0.0326,0.955,6,036o394xs7SIY6gm4yUWr7
0.168,0.24,0.119,-32.706,126.446,0.296,0.0295,0.929,6,2WmB7hGQPKoRmUqa9fmngp
0.221,0.147,0.348,-28.731,95.979,0.0408,0.0386,0.598,6,56KkIhUKKvdOFPkxIfkVO7
0.0656,0.0507,0.122,-24.832,186.686,0.0516,0.0374,0.985,16,4p2bsBKEp2GTuRvDy34mrV
0.0621,0.0964,0.129,-26.491,69.749,0.0438,0.0329,0.893,6,1W2ToSTFanl2yTOOLKs1iK
0.0888,0.284,0.112,-15.131,86.363,0.041,0.0798,0.747,4,4wfBdYvmFHjnd1qjOPw0SP
0.312,0.185,0.337,-20.398,126.766,0.0342,0.0856,0.726,16,4hKBPcfuEkQffxvvDyZTqO
0.195,0.267,0.1,-17.325,63.297,0.0414,0.0521,0.897,4,5O2mFROUFvyXczOfGZOyLH
0.169,0.00043,0.0725,-41.417,118.101,0.0732,0.0201,0.992,6,4i7FmoztTcC4veDJvv1xLw
0.106,0.295,0.123,-18.118,79.856,0.0446,0.0382,0.896,4,2NlN7R5XFJFmrv5z6gkMFo
0.164,0.249,0.111,-29.531,139.254,0.0582,0.0987,0.885,16,6xusFZnl7C2KINlCtYlvj8
0.125,0.401,0.122,-15.408,72.269,0.0505,0.0323,0.104,11,1Uktc288N2kZiBj74bk6yN
0.211,0.879,0.618,-8.748,132.061,0.0838,0.0372,0.986,13,3UnAme3EKIeZTUSb1FJNb9
0.107,0.46,0.101,-14.357,92.513,0.0492,0.0362,0.98,4,5tE2rbmIqzLpZx1TlVJOmK
0.313,0.489,0.111,-17.395,58.98,0.146,0.135,0.59,4,4ih2nYHf6ChqqDxhxfbCFo
0.141,0.43,0.114,-27.071,76.907,0.0798,0.0614,0.96,6,0SUERXzdxMEFc94FSceXfM
0.13,0.0706,0.11,-21.712,144.343,0.044,0.0229,0.932,16,58GbtWyWvXJN6gLySQNfnw
0.0981,0.388,0.409,-17.027,88.982,0.0539,0.0463,0.963,4,2jEKYogRYyfXzUnmYjwobs
0.0635,0.223,0.109,-18.337,72.687,0.0414,0.0369,0.745,4,3t0ckUsmTYcTe6YhvL5lmi
0.142,0.757,0.179,-14.967,100.224,0.073,0.0362,0.778,4,2Gzv8hVgWqp6swYuqDTQu9
